Date,rate_BTC-KRW,rate_VOO,Sector
2022-01-01,0.0,0.0,Unknown
2022-01-02,0.0,-0.02,Unknown
2022-01-03,0.0,-0.97,Unknown
2022-01-04,0.0,-1.04,Unknown
2022-01-05,0.0,-1.21,Unknown
2022-01-06,0.0,-1.27,Unknown
2022-01-07,0.0,-0.63,Unknown
2022-01-08,0.0,-0.4,Unknown
2022-01-09,0.0,-1.43,Unknown
2022-01-10,0.0,-1.41,Unknown
2022-01-11,0.0,-2.7,Unknown
2022-01-12,0.0,-3.45,Unknown
2022-01-13,0.0,-4.24,Unknown
2022-01-14,0.0,-5.63,Unknown
2022-01-15,0.0,-5.34,Unknown
2022-01-16,0.0,-6.33,Unknown
2022-01-17,0.0,-6.51,Unknown
2022-01-18,0.0,-6.91,Unknown
2022-01-19,0.0,-4.96,Unknown
2022-01-20,0.0,-3.46,Unknown
2022-01-21,0.0,-2.79,Unknown
2022-01-22,0.0,-1.97,Unknown
2022-01-23,0.0,-4.0,Unknown
2022-01-24,0.0,-3.6,Unknown
2022-01-25,0.0,-3.88,Unknown
2022-01-26,0.0,-3.15,Unknown
2022-01-27,0.0,-1.81,Unknown
2022-01-28,0.0,-3.44,Unknown
2022-01-29,0.0,-5.24,Unknown
2022-01-30,0.0,-5.53,Unknown
2022-01-31,0.0,-4.08,Unknown
2022-02-01,0.0,-3.98,Unknown
2022-02-02,0.0,-5.93,Unknown
2022-02-03,0.0,-6.5,Unknown
2022-02-04,0.0,-7.48,Unknown
2022-02-05,0.0,-9.06,Unknown
2022-02-06,0.0,-7.73,Unknown
2022-02-07,0.0,-5.81,Unknown
2022-02-08,0.0,-6.04,Unknown
2022-02-09,0.0,-7.18,Unknown
2022-02-10,0.0,-5.58,Unknown
2022-02-11,0.0,-6.03,Unknown
2022-02-12,0.0,-6.74,Unknown
2022-02-13,0.0,-9.33,Unknown
2022-02-14,0.0,-9.98,Unknown
2022-02-15,0.0,-7.69,Unknown
2022-02-16,0.0,-8.09,Unknown
2022-02-17,0.0,-9.21,Unknown
2022-02-18,0.0,-9.84,Unknown
2022-02-19,0.0,-7.92,Unknown
2022-02-20,0.0,-5.92,Unknown
2022-02-21,0.0,-4.8,Unknown
2022-02-22,0.0,-3.77,Unknown
2022-02-23,0.0,-3.77,Unknown
2022-02-24,0.0,-2.68,Unknown
2022-02-25,0.0,-3.9,Unknown
2022-02-26,0.0,-2.83,Unknown
2022-02-27,0.0,-2.35,Unknown
2022-02-28,0.0,-1.69,Unknown
2022-03-01,0.0,-0.48,Unknown
2022-03-02,0.0,-1.09,Unknown
2022-03-03,0.0,-2.57,Unknown
2022-03-04,0.0,-2.24,Unknown
2022-03-05,0.0,-1.45,Unknown
2022-03-06,0.0,-2.62,Unknown
2022-03-07,0.0,-3.57,Unknown
2022-03-08,0.0,-3.1,Unknown
2022-03-09,0.0,-3.33,Unknown
2022-03-10,0.0,-4.94,Unknown
2022-03-11,0.0,-5.28,Unknown
2022-03-12,0.0,-4.23,Unknown
2022-03-13,0.0,-5.37,Unknown
2022-03-14,0.0,-5.35,Unknown
2022-03-15,0.0,-3.88,Unknown
2022-03-16,0.0,-3.95,Unknown
2022-03-17,0.0,-5.34,Unknown
2022-03-18,0.0,-7.86,Unknown
2022-03-19,0.0,-7.37,Unknown
2022-03-20,0.0,-9.95,Unknown
2022-03-21,0.0,-9.73,Unknown
2022-03-22,0.0,-7.52,Unknown
2022-03-23,0.0,-10.83,Unknown
2022-03-24,0.0,-9.99,Unknown
2022-03-25,0.0,-9.62,Unknown
2022-03-26,0.0,-6.99,Unknown
2022-03-27,0.0,-10.13,Unknown
2022-03-28,0.0,-10.67,Unknown
2022-03-29,0.0,-13.43,Unknown
2022-03-30,0.0,-13.22,Unknown
2022-03-31,0.0,-14.58,Unknown
2022-04-01,0.0,-14.64,Unknown
2022-04-02,0.0,-12.68,Unknown
2022-04-03,0.0,-12.99,Unknown
2022-04-04,0.0,-11.29,Unknown
2022-04-05,0.0,-14.71,Unknown
2022-04-06,0.0,-15.27,Unknown
2022-04-07,0.0,-15.25,Unknown
2022-04-08,0.0,-13.68,Unknown
2022-04-09,0.0,-14.29,Unknown
2022-04-10,0.0,-13.59,Unknown
2022-04-11,0.0,-11.92,Unknown
2022-04-12,0.0,-9.77,Unknown
2022-04-13,0.0,-10.26,Unknown
2022-04-14,0.0,-10.69,Unknown
2022-04-15,0.0,-9.06,Unknown
2022-04-16,0.0,-10.5,Unknown
2022-04-17,0.0,-10.26,Unknown
2022-04-18,0.0,-9.4,Unknown
2022-04-19,0.0,-10.37,Unknown
2022-04-20,0.0,-12.42,Unknown
2022-04-21,0.0,-14.93,Unknown
2022-04-22,0.0,-18.12,Unknown
2022-04-23,0.0,-18.32,Unknown
2022-04-24,0.0,-17.18,Unknown
2022-04-25,0.0,-19.83,Unknown
2022-04-26,0.0,-19.62,Unknown
2022-04-27,0.0,-17.71,Unknown
2022-04-28,0.0,-17.88,Unknown
2022-04-29,0.0,-17.04,Unknown
2022-04-30,0.0,-14.53,Unknown
2022-05-01,0.0,-14.84,Unknown
2022-05-02,0.0,-16.63,Unknown
2022-05-03,0.0,-16.92,Unknown
2022-05-04,0.0,-17.56,Unknown
2022-05-05,0.0,-16.28,Unknown
2022-05-06,0.0,-16.14,Unknown
2022-05-07,0.0,-15.85,Unknown
2022-05-08,0.0,-14.65,Unknown
2022-05-09,0.0,-14.7,Unknown
2022-05-10,0.0,-15.64,Unknown
2022-05-11,0.0,-16.4,Unknown
2022-05-12,0.0,-16.77,Unknown
2022-05-13,0.0,-16.99,Unknown
2022-05-14,0.0,-15.46,Unknown
2022-05-15,0.0,-16.14,Unknown
2022-05-16,0.0,-13.93,Unknown
2022-05-17,0.0,-13.4,Unknown
2022-05-18,0.0,-12.55,Unknown
2022-05-19,0.0,-13.32,Unknown
2022-05-20,0.0,-13.24,Unknown
2022-05-21,0.0,-14.25,Unknown
2022-05-22,0.0,-12.07,Unknown
2022-05-23,0.0,-10.99,Unknown
2022-05-24,0.0,-9.72,Unknown
2022-05-25,0.0,-9.72,Unknown
2022-05-26,0.0,-10.15,Unknown
2022-05-27,0.0,-9.12,Unknown
2022-05-28,0.0,-9.18,Unknown
2022-05-29,0.0,-9.31,Unknown
2022-05-30,0.0,-9.37,Unknown
2022-05-31,0.0,-9.62,Unknown
2022-06-01,0.0,-8.33,Unknown
2022-06-02,0.0,-8.33,Unknown
2022-06-03,0.0,-7.26,Unknown
2022-06-04,0.0,-6.98,Unknown
2022-06-05,0.0,-6.87,Unknown
2022-06-06,0.0,-7.3,Unknown
2022-06-07,0.0,-7.11,Unknown
2022-06-08,0.0,-7.96,Unknown
2022-06-09,0.0,-9.24,Unknown
2022-06-10,0.0,-9.38,Unknown
2022-06-11,0.0,-9.2,Unknown
2022-06-12,0.0,-8.33,Unknown
2022-06-13,0.0,-10.4,Unknown
2022-06-14,0.0,-10.79,Unknown
2022-06-15,0.0,-11.42,Unknown
2022-06-16,0.0,-11.87,Unknown
2022-06-17,0.0,-11.4,Unknown
2022-06-18,0.0,-11.98,Unknown
2022-06-19,0.0,-12.17,Unknown
2022-06-20,0.0,-10.9,Unknown
2022-06-21,0.0,-10.38,Unknown
2022-06-22,0.0,-9.13,Unknown
2022-06-23,0.0,-8.23,Unknown
2022-06-24,0.0,-12.01,Unknown
2022-06-25,0.0,-11.7,Unknown
2022-06-26,0.0,-12.63,Unknown
2022-06-27,0.0,-13.28,Unknown
2022-06-28,0.0,-12.65,Unknown
2022-06-29,0.0,-13.61,Unknown
2022-06-30,0.0,-15.08,Unknown
2022-07-01,0.0,-15.78,Unknown
2022-07-02,0.0,-17.14,Unknown
2022-07-03,0.0,-17.92,Unknown
2022-07-04,0.0,-18.14,Unknown
2022-07-05,0.0,-16.92,Unknown
2022-07-06,0.0,-18.62,Unknown
2022-07-07,0.0,-19.84,Unknown
2022-07-08,0.0,-17.32,Unknown
2022-07-09,0.0,-14.89,Unknown
2022-07-10,0.0,-15.03,Unknown
2022-07-11,0.0,-15.9,Unknown
2022-07-12,0.0,-18.18,Unknown
2022-07-13,0.0,-18.77,Unknown
2022-07-14,0.0,-19.3,Unknown
2022-07-15,0.0,-19.54,Unknown
2022-07-16,0.0,-17.48,Unknown
2022-07-17,0.0,-19.3,Unknown
2022-07-18,0.0,-17.29,Unknown
2022-07-19,0.0,-16.34,Unknown
2022-07-20,0.0,-16.91,Unknown
2022-07-21,0.0,-17.57,Unknown
2022-07-22,0.0,-15.63,Unknown
2022-07-23,0.0,-14.63,Unknown
2022-07-24,0.0,-13.27,Unknown
2022-07-25,0.0,-13.9,Unknown
2022-07-26,0.0,-14.35,Unknown
2022-07-27,0.0,-12.4,Unknown
2022-07-28,0.0,-12.98,Unknown
2022-07-29,0.0,-13.0,Unknown
2022-07-30,0.0,-15.11,Unknown
2022-07-31,0.0,-15.97,Unknown
2022-08-01,0.0,-14.8,Unknown
2022-08-02,0.0,-14.03,Unknown
2022-08-03,0.0,-13.57,Unknown
2022-08-04,0.0,-15.28,Unknown
2022-08-05,0.0,-10.81,Unknown
2022-08-06,0.0,-9.98,Unknown
2022-08-07,0.0,-10.68,Unknown
2022-08-08,0.0,-9.96,Unknown
2022-08-09,0.0,-10.63,Unknown
2022-08-10,0.0,-10.88,Unknown
2022-08-11,0.0,-10.49,Unknown
2022-08-12,0.0,-10.8,Unknown
2022-08-13,0.0,-9.64,Unknown
2022-08-14,0.0,-9.09,Unknown
2022-08-15,0.0,-9.1,Unknown
2022-08-16,0.0,-10.5,Unknown
2022-08-17,0.0,-10.66,Unknown
2022-08-18,0.0,-7.97,Unknown
2022-08-19,0.0,-7.76,Unknown
2022-08-20,0.0,-7.89,Unknown
2022-08-21,0.0,-9.46,Unknown
2022-08-22,0.0,-10.72,Unknown
2022-08-23,0.0,-10.89,Unknown
2022-08-24,0.0,-10.21,Unknown
2022-08-25,0.0,-10.84,Unknown
2022-08-26,0.0,-9.61,Unknown
2022-08-27,0.0,-8.96,Unknown
2022-08-28,0.0,-9.5,Unknown
2022-08-29,0.0,-11.68,Unknown
2022-08-30,0.0,-12.71,Unknown
2022-08-31,0.0,-13.44,Unknown
2022-09-01,0.0,-13.72,Unknown
2022-09-02,0.0,-12.46,Unknown
2022-09-03,0.0,-13.66,Unknown
2022-09-04,0.0,-13.19,Unknown
2022-09-05,0.0,-13.52,Unknown
2022-09-06,0.0,-14.56,Unknown
2022-09-07,0.0,-13.08,Unknown
2022-09-08,0.0,-13.31,Unknown
2022-09-09,0.0,-13.32,Unknown
2022-09-10,0.0,-12.72,Unknown
2022-09-11,0.0,-13.65,Unknown
2022-09-12,0.0,-11.74,Unknown
2022-09-13,0.0,-11.8,Unknown
2022-09-14,0.0,-11.18,Unknown
2022-09-15,0.0,-10.08,Unknown
2022-09-16,0.0,-9.75,Unknown
2022-09-17,0.0,-9.41,Unknown
2022-09-18,0.0,-9.54,Unknown
2022-09-19,0.0,-10.98,Unknown
2022-09-20,0.0,-11.6,Unknown
2022-09-21,0.0,-10.01,Unknown
2022-09-22,0.0,-8.94,Unknown
2022-09-23,0.0,-9.04,Unknown
2022-09-24,0.0,-9.01,Unknown
2022-09-25,0.0,-8.06,Unknown
2022-09-26,0.0,-7.8,Unknown
2022-09-27,0.0,-8.93,Unknown
2022-09-28,0.0,-7.66,Unknown
2022-09-29,0.0,-6.52,Unknown
2022-09-30,0.0,-5.25,Unknown
2022-10-01,0.0,-6.21,Unknown
2022-10-02,0.0,-6.73,Unknown
2022-10-03,0.0,-5.74,Unknown
2022-10-04,0.0,-6.59,Unknown
2022-10-05,0.0,-7.25,Unknown
2022-10-06,0.0,-7.06,Unknown
2022-10-07,0.0,-6.18,Unknown
2022-10-08,0.0,-6.21,Unknown
2022-10-09,0.0,-5.96,Unknown
2022-10-10,0.0,-6.98,Unknown
2022-10-11,0.0,-7.17,Unknown
2022-10-12,0.0,-8.6,Unknown
2022-10-13,0.0,-8.69,Unknown
2022-10-14,0.0,-8.34,Unknown
2022-10-15,0.0,-9.1,Unknown
2022-10-16,0.0,-8.85,Unknown
2022-10-17,0.0,-9.16,Unknown
2022-10-18,0.0,-9.24,Unknown
2022-10-19,0.0,-8.66,Unknown
2022-10-20,0.0,-7.41,Unknown
2022-10-21,0.0,-7.32,Unknown
2022-10-22,0.0,-8.65,Unknown
2022-10-23,0.0,-8.52,Unknown
2022-10-24,0.0,-10.08,Unknown
2022-10-25,0.0,-11.27,Unknown
2022-10-26,0.0,-11.41,Unknown
2022-10-27,0.0,-10.0,Unknown
2022-10-28,0.0,-10.53,Unknown
2022-10-29,0.0,-9.06,Unknown
2022-10-30,0.0,-10.02,Unknown
2022-10-31,0.0,-9.23,Unknown
2022-11-01,0.0,-8.08,Unknown
2022-11-02,0.0,-9.56,Unknown
2022-11-03,0.0,-9.35,Unknown
2022-11-04,0.0,-9.13,Unknown
2022-11-05,0.0,-8.98,Unknown
2022-11-06,0.0,-9.14,Unknown
2022-11-07,0.0,-7.87,Unknown
2022-11-08,0.0,-7.33,Unknown
2022-11-09,0.0,-6.05,Unknown
2022-11-10,0.0,-5.56,Unknown
2022-11-11,0.0,-6.08,Unknown
2022-11-12,0.0,-6.3,Unknown
2022-11-13,0.0,-5.95,Unknown
2022-11-14,0.0,-5.85,Unknown
2022-11-15,0.0,-5.84,Unknown
2022-11-16,0.0,-6.21,Unknown
2022-11-17,0.0,-5.01,Unknown
2022-11-18,0.0,-5.2,Unknown
2022-11-19,0.0,-4.88,Unknown
2022-11-20,0.0,-4.82,Unknown
2022-11-21,0.0,-4.83,Unknown
2022-11-22,0.0,-5.36,Unknown
2022-11-23,0.0,-5.3,Unknown
2022-11-24,0.0,-5.18,Unknown
2022-11-25,0.0,-6.43,Unknown
2022-11-26,0.0,-6.78,Unknown
2022-11-27,0.0,-5.24,Unknown
2022-11-28,0.0,-4.56,Unknown
2022-11-29,0.0,-4.51,Unknown
2022-11-30,0.0,-5.49,Unknown
2022-12-01,0.0,-6.08,Unknown
2022-12-02,0.0,-6.71,Unknown
2022-12-03,0.0,-5.15,Unknown
2022-12-04,0.0,-5.11,Unknown
2022-12-05,0.0,-5.5,Unknown
2022-12-06,0.0,-5.1,Unknown
2022-12-07,0.0,-5.23,Unknown
2022-12-08,0.0,-5.35,Unknown
2022-12-09,0.0,-5.04,Unknown
2022-12-10,0.0,-5.65,Unknown
2022-12-11,0.0,-4.56,Unknown
2022-12-12,0.0,-3.65,Unknown
2022-12-13,0.0,-3.8,Unknown
2022-12-14,0.0,-3.74,Unknown
2022-12-15,0.0,-4.8,Unknown
2022-12-16,0.0,-5.51,Unknown
2022-12-17,0.0,-4.7,Unknown
2022-12-18,0.0,-3.48,Unknown
2022-12-19,0.0,-3.45,Unknown
2022-12-20,0.0,-3.96,Unknown
2022-12-21,0.0,-2.99,Unknown
2022-12-22,0.0,-1.6,Unknown
2022-12-23,0.0,-1.79,Unknown
2022-12-24,0.0,-1.59,Unknown
2022-12-25,0.0,-1.91,Unknown
2022-12-26,0.0,-1.33,Unknown
2022-12-27,0.0,-1.17,Unknown
2022-12-28,0.0,-0.27,Unknown
2022-12-29,0.0,0.38,Unknown
2022-12-30,0.0,0.45,Unknown
2022-12-31,0.0,1.72,Unknown
2023-01-01,0.0,1.35,Unknown
2023-01-02,0.0,0.89,Unknown
2023-01-03,0.0,0.35,Unknown
2023-01-04,0.0,0.71,Unknown
2023-01-05,0.0,-0.04,Unknown
2023-01-06,0.0,-0.45,Unknown
2023-01-07,0.0,0.64,Unknown
2023-01-08,0.0,0.69,Unknown
2023-01-09,0.0,0.68,Unknown
